,current_user_id,Time,Event context,Component,Event name,Description,Origin,IP address
0,9643,"29/09/22, 19:13",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9643' viewed the section number '1' of the course with id '186'.,web,190.27.6.180
1,9643,"29/09/22, 19:13",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9643' viewed the course with id '186'.,web,190.27.6.180
2,9651,"29/09/22, 13:38",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9651' viewed the course with id '186'.,web,186.155.14.70
3,9651,"29/09/22, 13:38",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9651' viewed the section number '1' of the course with id '186'.,web,186.155.14.70
4,9651,"29/09/22, 13:38",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9651' viewed the section number '1' of the course with id '186'.,web,186.155.14.70
5,9651,"29/09/22, 13:36",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9651' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,186.155.14.70
6,9651,"29/09/22, 13:36",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9651' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,186.155.14.70
7,9651,"29/09/22, 13:36",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9651' has viewed the submission status page for the assignment with course module id '62757'.,web,186.155.14.70
8,9651,"29/09/22, 13:36",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9651' viewed the 'assign' activity with course module id '62757'.,web,186.155.14.70
9,9651,"29/09/22, 13:36",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9651' viewed the section number '1' of the course with id '186'.,web,186.155.14.70
10,9651,"29/09/22, 13:36",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9651' viewed the course with id '186'.,web,186.155.14.70
11,9628,"29/09/22, 11:51",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9628' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
12,9628,"29/09/22, 11:51",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9628' viewed the course with id '186'.,web,201.217.216.162
13,9628,"29/09/22, 11:51",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9628' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
14,9678,"29/09/22, 11:46",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9678' viewed the course with id '186'.,web,201.217.216.162
15,9625,"29/09/22, 11:46",Lightbox Gallery: Project 1 Example (Dream Job),Lightbox Gallery,Course module viewed,The user with id '9625' viewed the 'lightboxgallery' activity with course module id '63792'.,web,201.217.216.162
16,9625,"29/09/22, 11:46",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9625' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
17,9677,"29/09/22, 11:46",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9677' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
18,9677,"29/09/22, 11:46",Lightbox Gallery: Project 1 Example (Dream Job),Lightbox Gallery,Course module viewed,The user with id '9677' viewed the 'lightboxgallery' activity with course module id '63792'.,web,201.217.216.162
19,9653,"29/09/22, 11:45",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9653' viewed the section number '1' of the course with id '186'.,web,190.144.167.253
20,9653,"29/09/22, 11:45",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9653' viewed the course with id '186'.,web,190.144.167.253
21,9683,"29/09/22, 11:45",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9683' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
22,9683,"29/09/22, 11:45",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9683' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
23,9683,"29/09/22, 11:45",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9683' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
24,9683,"29/09/22, 11:45",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9683' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
25,9683,"29/09/22, 11:45",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9683' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
26,9663,"29/09/22, 11:42",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9663' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
27,9663,"29/09/22, 11:42",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9663' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
28,9663,"29/09/22, 11:42",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9663' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
29,9663,"29/09/22, 11:42",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9663' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
30,9657,"29/09/22, 11:39",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9657' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
31,9657,"29/09/22, 11:39",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9657' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
32,9657,"29/09/22, 11:39",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9657' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
33,9657,"29/09/22, 11:39",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9657' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
34,9628,"29/09/22, 11:38",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9628' viewed the 'page' activity with course module id '63649'.,web,201.217.216.162
35,9657,"29/09/22, 11:38",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9657' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
36,9628,"29/09/22, 11:38",Lightbox Gallery: Project 1 Example (Dream Job),Lightbox Gallery,Course module viewed,The user with id '9628' viewed the 'lightboxgallery' activity with course module id '63792'.,web,201.217.216.162
37,9657,"29/09/22, 11:38",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9657' viewed the 'page' activity with course module id '63649'.,web,201.217.216.162
38,9657,"29/09/22, 11:38",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9657' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
39,9628,"29/09/22, 11:38",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9628' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
40,9657,"29/09/22, 11:38",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9657' viewed the course with id '186'.,web,201.217.216.162
41,9628,"29/09/22, 11:38",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9628' viewed the course with id '186'.,web,201.217.216.162
42,9653,"29/09/22, 11:37",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9653' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
43,9653,"29/09/22, 11:37",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9653' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
44,9653,"29/09/22, 11:37",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9653' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
45,9653,"29/09/22, 11:37",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9653' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
46,9677,"29/09/22, 11:34",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9677' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
47,9677,"29/09/22, 11:34",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9677' viewed the course with id '186'.,web,201.217.216.162
48,9667,"29/09/22, 11:32",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9667' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
49,9667,"29/09/22, 11:32",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9667' viewed the course with id '186'.,web,201.217.216.162
50,9661,"29/09/22, 11:32",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9661' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
51,9661,"29/09/22, 11:32",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9661' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
52,9661,"29/09/22, 11:32",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9661' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
53,9661,"29/09/22, 11:32",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9661' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
54,9661,"29/09/22, 11:32",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9661' viewed the section number '1' of the course with id '186'.,web,190.144.167.253
55,9661,"29/09/22, 11:32",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9661' viewed the course with id '186'.,web,201.217.216.162
56,9640,"29/09/22, 11:31",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9640' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
57,9640,"29/09/22, 11:31",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9640' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
58,9632,"29/09/22, 11:31",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9632' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
59,9632,"29/09/22, 11:31",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9632' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
60,9632,"29/09/22, 11:31",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9632' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
61,9632,"29/09/22, 11:31",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9632' viewed the course with id '186'.,web,201.217.216.162
62,9680,"29/09/22, 11:27",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9680' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
63,9680,"29/09/22, 11:27",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9680' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
64,9680,"29/09/22, 11:27",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9680' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
65,9680,"29/09/22, 11:27",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9680' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
66,9667,"29/09/22, 11:27",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9667' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
67,9667,"29/09/22, 11:27",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9667' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
68,9667,"29/09/22, 11:27",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9667' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
69,9667,"29/09/22, 11:27",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9667' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
70,9667,"29/09/22, 11:27",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9667' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
71,9667,"29/09/22, 11:27",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9667' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
72,9667,"29/09/22, 11:27",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9667' viewed the course with id '186'.,web,201.217.216.162
73,9645,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9645' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
74,9645,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9645' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
75,9645,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9645' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
76,9645,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9645' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
77,9645,"29/09/22, 11:26",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9645' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
78,9645,"29/09/22, 11:26",Lightbox Gallery: Project 1 Example (Dream Job),Lightbox Gallery,Course module viewed,The user with id '9645' viewed the 'lightboxgallery' activity with course module id '63792'.,web,201.217.216.162
79,9653,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9653' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
80,9653,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9653' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
81,9645,"29/09/22, 11:26",Course: Tecnologías de la Información Cuarto,System,Course viewed,The user with id '9645' viewed the section number '1' of the course with id '186'.,web,201.217.216.162
82,9671,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9671' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
83,1125,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '11255' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
84,9671,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9671' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
85,9663,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9663' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
86,9626,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9626' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
87,9663,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9663' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
88,9680,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9680' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
89,1125,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '11255' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
90,9637,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9637' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
91,9681,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9681' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
92,9662,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9662' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
93,9626,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9626' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
94,9657,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9657' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
95,9637,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9637' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
96,9683,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9683' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
97,9671,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9671' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
98,9662,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9662' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
99,9657,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9657' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
100,9681,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9681' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
101,9678,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9678' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
102,9663,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9663' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
103,9625,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9625' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
104,1125,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '11255' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
105,9679,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9679' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
106,9645,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9645' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
107,9667,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9667' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
108,9680,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9680' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
109,9671,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9671' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
110,9678,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9678' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
111,9663,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9663' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
112,9625,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9625' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
113,1125,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '11255' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
114,9679,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9679' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
115,9680,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9680' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
116,9683,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9683' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
117,9653,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9653' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
118,9645,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9645' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
119,9667,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9667' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
120,9628,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Step shown,The user with id '9628' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
121,9653,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9653' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
122,9657,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9657' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
123,9628,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,User tours,Tour started,The user with id '9628' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62757'.,web,201.217.216.162
124,9626,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9626' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
125,9662,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9662' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
126,9681,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9681' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
127,9657,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9657' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
128,9626,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9626' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
129,9662,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9662' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
130,9681,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9681' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
131,9637,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9637' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
132,9637,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9637' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
133,9628,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9628' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
134,9628,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9628' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
135,9643,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9643' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
136,9632,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9632' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
137,9645,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9645' has viewed the submission status page for the assignment with course module id '62757'.,web,190.144.167.253
138,9683,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,The status of the submission has been viewed.,The user with id '9683' has viewed the submission status page for the assignment with course module id '62757'.,web,201.217.216.162
139,9643,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9643' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
140,9632,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9632' viewed the 'assign' activity with course module id '62757'.,web,201.217.216.162
141,9645,"29/09/22, 11:26",Assignment: Activity 4 My Dream Job,Assignment,Course module viewed,The user with id '9645' viewed the 'assign' activity with course module id '62757'.,web,190.144.167.253
